Reviewer_ID,paper_id,decision,comments
57202920062,10,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7201778289,10,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56740595400,11,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
16043812000,11,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
24081598300,11,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
6505761847,11,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
24081598300,11,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57207687563,11,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57203186135,12,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57201333744,12,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57139150400,12,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
16245460000,12,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57215344746,12,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
38061138100,12,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7103392045,13,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57194636792,13,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7402288130,13,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
23479472600,13,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57201980753,13,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56328064900,13,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57207687950,14,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57200077021,14,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57202627912,14,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57202627050,14,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57202045558,16,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
25522430900,16,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57202321033,17,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7007155092,17,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57202927332,18,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57207782220,18,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56741048000,18,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57207470751,18,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7005486887,18,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
18042644100,18,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
6507336034,18,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7409879911,18,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57202627263,19,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
55212512700,19,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57203180948,19,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57207782220,19,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57197733505,20,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
35792700800,20,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7005044056,20,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
55252859600,20,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57200371154,20,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7004347500,20,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57197521815,21,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57209637810,21,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
6603354235,22,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
6701580763,22,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57204762755,22,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
24758929200,22,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56009607700,22,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
23003275100,22,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57200525944,24,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57202572948,24,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57201111988,25,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57190492863,25,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57207228951,26,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57203661089,26,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
55628341300,27,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57203982016,27,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
8891726500,27,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57194155925,27,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7003915889,28,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57196353469,28,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57204434337,29,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56040243400,29,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7403220237,29,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57202607598,29,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56556056000,30,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7402549729,30,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
55848648600,30,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
18042274300,30,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
16245460000,30,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
26321508500,30,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
6701460244,31,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
55249658600,31,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57203330644,31,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57196353469,31,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56244956300,31,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57203246058,31,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56755464700,33,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57202810627,33,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
23004910700,33,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
36082483100,33,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57189843306,35,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56747755300,35,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
55598549000,35,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57192063650,35,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56890669600,35,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
35479684000,35,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56755464700,35,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57203305966,35,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57192430052,35,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56397285100,35,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57204719621,36,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
6602761720,36,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57201290781,37,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7402288130,37,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57196353469,37,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57023282300,37,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
8691490200,38,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
18042644100,38,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
55806548500,39,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57207687563,39,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57201111988,40,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57207688651,40,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
6602928070,40,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57202927332,40,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57203188461,40,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57213476529,40,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57207695326,40,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
36125615300,40,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57190858572,41,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
15833172400,41,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
14621428300,41,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
8410729500,41,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
6506010179,42,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
35236338800,42,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57203192544,42,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7403220237,42,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
54789941300,43,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
23012466600,43,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
6507028828,43,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
54684688700,43,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56528475200,44,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57202322450,44,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57204415715,44,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
15318992700,44,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7003793778,44,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56532087700,44,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7005523706,44,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57202152391,44,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7402422734,45,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
24758929200,45,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
15069700700,48,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57213476529,48,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57203185550,48,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57191616632,48,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
10939408000,48,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7101806481,48,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7005098852,48,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57202580740,48,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
25958165500,48,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57214792802,48,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
9241584700,49,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7004347500,49,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57202920062,49,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
55598549000,49,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57203192544,50,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
35791260000,50,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57207688964,50,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
8533888200,50,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56237456900,51,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56556056000,51,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7402396019,51,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57200371154,51,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56542307500,52,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56244956300,52,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
6505936159,52,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57201724099,52,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57201290781,53,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7201529681,53,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7006817766,53,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57189026693,53,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57202810627,53,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57189843306,53,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56331127200,55,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
25937446600,55,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56020026900,55,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57207685496,55,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57189026693,55,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57207685496,55,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
35479684000,55,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
26039464700,55,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
8362122100,56,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56532087700,56,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57203309361,57,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57193603847,57,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
6507336034,57,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57203372448,57,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57197521815,58,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
55895275900,58,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7003915889,59,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57202602903,59,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57201980753,59,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
24465525600,59,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
24382111400,60,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56237456900,60,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
6505761847,60,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7003387464,60,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
26427435500,60,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56457856600,60,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57203185550,60,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7402814790,60,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57197733505,61,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
55848648600,61,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7005085503,61,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56261172000,61,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56795914000,61,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57207228951,61,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
55130094700,61,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
6602761720,61,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57192063650,61,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7202035366,61,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
55848648600,62,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57200118442,62,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57202572948,62,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57204902069,62,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57200686665,62,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56328064900,62,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
56740595400,62,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
55628341300,62,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
18042274300,62,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57202585105,62,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
15318992700,63,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
10939408000,63,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
7103222266,63,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
57207688964,63,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
18042644100,64,accepted,This is an interesting study and the authors have collected a unique dataset using cuttingedge methodology. The paper is generally well written and structured
