ID,name
55895275900,Quick L.C.
16043716000,Ragozzine D.
12647140500,Reddy V.
7402364894,Rhodes J.D.
7004387103,Rivkin A.S.
8891726500,Sarid G.
57192430052,Sickafoose A.A.
7401892754,Simon A.A.
23020214400,Thomas C.A.
6603882082,Trilling D.E.
7402396019,West R.A.
57031532300,Beauchamp M.J.
57203305966,Goettel C.
55171433700,Weidman J.E.
57193603847,Bateman T.C.
57203309361,Palma L.
35191151900,Ward C.J.
26427435500,Warnick G.M.
57203301406,Call M.S.
36602439100,Davies R.
23096760600,Zephirin T.
57203306132,Kim M.D.
57190808464,Katz A.
6507028828,Zoltowski C.B.
6701460244,Frezza S.T.
6602928070,Pears A.N.
23479472600,Exter M.
14833931300,Cluff S.
36667397700,Song R.
57200118442,Whitehead N.
57202289360,Wood Chiang S.-H.
57202322450,Qian Z.
57202323019,Wan J.
56795914000,Liu W.
57202321033,Li X.
57202319101,Baradoy D.
23003484200,Clarke K.D.
26321508500,Coughlin D.R.
7003587356,Carsley J.E.
56457856600,Poon T.C.
16315369500,Gao H.
6507336034,Kvavle J.
56532087700,Qaderi K.
57202602903,Christensen C.
57202612703,Vasquez D.
36843900000,Dennis E.L.
8397084400,Wilde E.A.
6602089995,Newsome M.R.
6603684079,Scheibel R.S.
15521088300,Troyanskaya M.
56585583100,Velez C.
55449746800,Wade B.S.C.
57190247414,Drennon A.M.
7005085503,York G.E.
35228854600,Bigler E.D.
6505936159,Abildskov T.J.
23487261200,Taylor B.A.
7005412154,Jaramillo C.A.
55946643000,Eapen B.
6603354235,Belanger H.
57192063650,Gupta V.
8602381900,Morey R.
55249658600,Haswell C.
57207782220,Levin H.S.
23987692400,Hinds S.R.
24323203800,Walker W.C.
7403220237,Thompson P.M.
7103286989,Tate D.F.
55708105800,Pohl M.B.
56164575400,Takahashi K.Z.
35236338800,Barrios J.A.
55212512700,Stan N.
56680505500,King R.
35323710800,Chen G.
57202045558,Dodson B.
56165315000,Hedges D.M.
7003387464,Steffensen S.C.
26039464700,Puleo C.
56747755300,Galligan C.
7005612595,Ashe J.
56386056100,Brivadis E.
56755464700,Wanik D.
7005523706,Anagnostou E.
57031532600,Hartman B.
57200497294,Layton T.
57190794386,Bird E.
57201980753,Merrell J.
57190797086,Rosquist P.
57201983321,Martineau A.
56181255300,Balijepalli S.K.
24177939700,Barker B.
6507412888,Humpherys J.
57204229694,Lyng G.
55652903800,Lytle J.
57201724099,Penaloza J.
24465525600,Santos V.J.
57203246058,Kim D.
35994294500,Bryden K.M.
24758929200,Maccarty N.A.
57201645135,Stringer B.J.
57201646242,Shumway S.B.
57200335858,Holbrook M.D.
57217508772,Copeland C.G.
57201650328,Gosch A.A.
7102837693,Kück K.
55736845400,Wang X.
57139150400,Yuan J.
7402422734,Fang S.
57218886189,Stanković A.M.
57203179434,Yuksel M.C.
57213087387,Tas F.M.
57202320825,Linn J.
57207470751,Johnson J.
7005098852,Schuh C.A.
56896919700,Gallacher J.R.
57190371042,Ripa B.
7202035366,Butler B.W.
7102857304,Fletcher T.H.
23003275100,Chen J.Y.C.
6604032598,Kayen R.
9733496700,Kokusho T.
6602866368,Hazarika H.
26640997500,Dashti S.
57203180948,Calderon J.R.
57203180667,Franke T.K.
25522430900,Oettle N.K.
56244956300,Wham B.
57203192812,Louis-Kayen G.P.
57203180452,Sitar R.
57203185550,Louis-Kayen N.M.
57200686665,Smith A.K.
57200685059,Wilkerson J.W.
56425409300,Bush D.B.
6603410853,Knotts T.A.
56040243400,Jamal A.-S.
17136347400,Unnikrishnan V.
57193027820,Jung J.M.
7409879911,Kim C.
56029648000,Harrison R.G.
55130094700,Chetty V.
57193356353,Eves K.
57200371154,Olsen J.
56331127200,Shumway D.
35269204800,Hepworth A.
57203433787,Alvarez E.J.
57201393186,McDonnell T.
57201397713,Mehr J.
57215366913,Perdue T.
57215344746,Collett T.
57213476529,Gong H.
57205629789,Hayden S.
57205285400,Nygaard E.
57145797800,Jackson J.S.
36944158600,Durfee D.S.
57204896057,Cardall H.
57204902069,Larsen A.
23093686000,Fry R.
57203179871,Browning J.S.
57207688964,Nelson K.
57207687563,Dye S.
57200077021,Holtom J.
57200077390,Walton P.
57207692990,Smith J.
57207687950,Wallin N.
57207688651,Averett T.
57207695326,Killpack M.
57207687041,Rice M.
57207686191,Thompson R.
57207685496,Hull T.
57207687043,Rice M.
57209637810,Lee E.T.
57204762755,Sellers A.D.
57204728159,Packer R.
57204719691,Prawitt D.G.
57204719621,Porter D.
57197733505,Whiting T.A.
57197728435,Sawyer K.B.
57190858572,Walton M.P.
57204435650,Laughlin E.
57204415715,Howe L.
57193610705,Talbot M.
15833172400,Rajnarayan D.
36618663400,Custer C.H.
57194636792,Dearden J.
55916540700,Grames C.
57196484337,Orr J.
57207228951,Dillon P.B.
57193727615,Eixenberger J.G.
7402549729,Jensen D.W.
57202088821,Machanzi T.
56300864300,Stone B.R.
57190492863,Wald M.O.
18042274300,Richey M.C.
7403368068,Campbell C.
57202916476,Campbell A.
7201389702,Hansen N.
16245460000,Hopkins B.
57202920062,Evans S.
57202911672,Campbell E.
6602761720,Cobos D.
57202607598,Russell D.N.
57196353469,Ishimwe E.
38061138100,Coffman R.A.
57202585105,Lopez J.S.
24081598300,Vera-Grunauer X.
57202572948,Salvatierra G.
55898266700,Leslie Youd T.
57202580740,Error B.M.
8724084200,Bush W.S.
7403085570,Crawford D.C.
14621428300,Briggs F.
8667231600,Freedman D.
24382111400,Sloan C.
46062451500,Szymanski R.
57188755995,Josephson A.J.
7005044056,Linn R.R.
56560099200,Abraham Martin R.
57202738247,Heiner B.K.
55502104200,Micah Downing J.
57203330644,Vaugh A.B.
55848648600,Hales Swift S.
56256103500,Reichman B.
55252859600,Hwang J.T.
23012466600,Migliaccio M.
35578707100,Heron M.L.
8533888200,Brower D.
57207365951,Wilson J.C.
6603042352,High G.
6506484066,Witherow K.
56263632000,Shen W.
56263145300,Yan K.
7103222266,Lopes C.V.
15069700700,Riding K.A.
7005531426,Peterman R.J.
57203180502,Guthrie S.
15843313300,Brueseke M.
57203186135,Mosavi H.
57203188461,Daily K.
57203192544,Risovi-Hendrickson W.
55182745600,Amoroso S.
57195292516,Lusvardi C.
19934211900,Monaco P.
6603866674,Milana G.
57202577089,Morales C.
6505761847,Ledezma C.
36125615300,Sáez E.
36625254200,Hahn A.
57201333744,Tamini A.
35479684000,Das S.K.
56328064900,Putney L.
57191616632,Zhang J.
7202713087,Field D.P.
57202152391,Ruzindana M.
7003609448,Jeffs B.D.
57197521815,Black R.A.
57201658993,Burnett M.
7004347500,Pisano D.J.
7007155092,Lorimer D.R.
55286783200,Pingel N.
57120014600,Rajwade K.
6602913811,Prestage R.M.
55452524500,White S.
57212833949,Simon B.
57206024435,Hawkins L.
6507270351,Shillue W.
6602305778,Roshi D.A.
56218368600,Akamine M.
55837442300,Okamoto K.
7202751866,Teramoto S.
6506010179,Okunuki T.
35873737200,Tsutsumi S.
37113017300,Savidis N.
55919211300,Bove V.M.
57202785989,Lane S.
56020026900,Clark M.R.
57202743127,Jafek B.
36162907100,Eicholtz M.
57202741808,Hendershott J.
57007514800,Johnson C.
8410729500,Bolme D.
16043812000,Santos-Villalobos H.
56244640900,Kovacevic A.
57204902241,Tarnok Z.
55543519800,Jagadeesh C.
56237456900,Read M.
57200649104,Horak P.
57208645178,Leto A.
56890778700,Seaman C.H.
56094587000,Kipp R.M.
56890178400,Tang H.H.
55806548500,Bentley N.L.
56890669600,Le S.Q.
36082483100,Baird G.M.
57217723923,Guillou J.
50262207100,Lavadiya D.N.
6602335448,Fronk T.
7006253705,Ban H.
56797372300,Russell C.S.
57190380741,Bhat S.K.
7102402058,Kress J.D.
42261332500,Freeman C.J.
56397285100,Jiang Y.
56542307500,Morgan J.C.
34168247900,Sahawneh L.R.
57194787481,Wikle J.K.
57203298908,Kaleo Roberts A.
56380927900,Spencer J.C.
57189026693,Radzinski T.
57202626673,Luna A.
57202627167,Budd R.
57202627912,Besendorfer J.
57202627263,Hatch C.
57202627050,Han J.
16021781200,Gladstone R.
7004403207,Folkman S.
56631537800,Sgobba T.
56528475200,Watts-Englert J.
56182798800,Woods D.D.
7201529681,Patterson E.S.
55801905300,Dittemore G.
55801836400,Bertels C.
57201111301,Poussin H.
57201111988,Rochas L.
14620010300,Vallée T.
8674222900,Bertrand R.
12799657800,Haber J.M.
57003792300,Chen Y.-F.
24492691800,Wang K.-A.
57201290781,Rahman L.O.A.
55601054600,Chung W.-S.
57207980336,Sanchez D.G.
57207994872,Tamashasky B.
6602512004,Radebaugh J.
35320703200,Ventra D.
7402095346,Lorenz R.D.
7006106739,Farr T.
7201778289,Kirk R.
7201978585,Hayes A.
54684688700,Malaska M.J.
57023282300,Birch S.
55598549000,Liu Z.Y.-C.
57210198577,Lunine J.
7402288130,Barnes J.
25958165500,Le Gall A.
8362122100,Lopes R.
6701580763,Stofan E.
7203069877,Wall S.
7003915889,Paillou P.
55776361200,Villalon-Reina J.E.
37664688000,Ching C.R.K.
57205556489,Kothapalli D.
8691490200,Sun D.
55628341300,Nir T.
57201125120,Lin A.
47461179000,Forsyth J.K.
25930868900,Kushan L.
57194639611,Vajdi A.
